Date,market,metal,currency,type,summary,price
21/12/16,Perth Mint Spot,Gold,AUD,Bid,Low,1552.74
22/12/16,Perth Mint Spot,Gold,AUD,Bid,Low,1555.79
23/12/16,Perth Mint Spot,Gold,AUD,Bid,Low,1558.03
28/12/16,Perth Mint Spot,Gold,AUD,Bid,Low,1579.66
29/12/16,Perth Mint Spot,Gold,AUD,Bid,Low,1585.37
30/12/16,Perth Mint Spot,Gold,AUD,Bid,Low,1597.47
03/01/17,Perth Mint Spot,Gold,AUD,Bid,Low,1591.99
04/01/17,Perth Mint Spot,Gold,AUD,Bid,Low,1595.47
05/01/17,Perth Mint Spot,Gold,AUD,Bid,Low,1595.05
06/01/17,Perth Mint Spot,Gold,AUD,Bid,Low,1600.42
09/01/17,Perth Mint Spot,Gold,AUD,Bid,Low,1599.93
10/01/17,Perth Mint Spot,Gold,AUD,Bid,Low,1602.44
11/01/17,Perth Mint Spot,Gold,AUD,Bid,Low,1605.18
12/01/17,Perth Mint Spot,Gold,AUD,Bid,Low,1598.23
13/01/17,Perth Mint Spot,Gold,AUD,Bid,Low,1587.95
16/01/17,Perth Mint Spot,Gold,AUD,Bid,Low,1598.24
17/01/17,Perth Mint Spot,Gold,AUD,Bid,Low,1604.33
18/01/17,Perth Mint Spot,Gold,AUD,Bid,Low,1601.27
19/01/17,Perth Mint Spot,Gold,AUD,Bid,Low,1589.53
20/01/17,Perth Mint Spot,Gold,AUD,Bid,Low,1588.36
23/01/17,Perth Mint Spot,Gold,AUD,Bid,Low,1600.44
24/01/17,Perth Mint Spot,Gold,AUD,Bid,Low,1597.4
25/01/17,Perth Mint Spot,Gold,AUD,Bid,Low,1587.82
27/01/17,Perth Mint Spot,Gold,AUD,Bid,Low,1566.63
30/01/17,Perth Mint Spot,Gold,AUD,Bid,Low,1573.18
31/01/17,Perth Mint Spot,Gold,AUD,Bid,Low,1577.08
01/02/17,Perth Mint Spot,Gold,AUD,Bid,Low,1590.95
02/02/17,Perth Mint Spot,Gold,AUD,Bid,Low,1583.41
03/02/17,Perth Mint Spot,Gold,AUD,Bid,Low,1579.92
06/02/17,Perth Mint Spot,Gold,AUD,Bid,Low,1586.68
07/02/17,Perth Mint Spot,Gold,AUD,Bid,Low,1601.41
08/02/17,Perth Mint Spot,Gold,AUD,Bid,Low,1609.67
09/02/17,Perth Mint Spot,Gold,AUD,Bid,Low,1620.05
10/02/17,Perth Mint Spot,Gold,AUD,Bid,Low,1594.01
13/02/17,Perth Mint Spot,Gold,AUD,Bid,Low,1598.85
14/02/17,Perth Mint Spot,Gold,AUD,Bid,Low,1593.53
15/02/17,Perth Mint Spot,Gold,AUD,Bid,Low,1592.27
16/02/17,Perth Mint Spot,Gold,AUD,Bid,Low,1593.51
17/02/17,Perth Mint Spot,Gold,AUD,Bid,Low,1601.28
20/02/17,Perth Mint Spot,Gold,AUD,Bid,Low,1601.64
21/02/17,Perth Mint Spot,Gold,AUD,Bid,Low,1602.7
22/02/17,Perth Mint Spot,Gold,AUD,Bid,Low,1600.9
23/02/17,Perth Mint Spot,Gold,AUD,Bid,Low,1602.54
24/02/17,Perth Mint Spot,Gold,AUD,Bid,Low,1615.22
27/02/17,Perth Mint Spot,Gold,AUD,Bid,Low,1626.32
28/02/17,Perth Mint Spot,Gold,AUD,Bid,Low,1625.8
01/03/17,Perth Mint Spot,Gold,AUD,Bid,Low,1617.79
02/03/17,Perth Mint Spot,Gold,AUD,Bid,Low,1621.85
03/03/17,Perth Mint Spot,Gold,AUD,Bid,Low,1618.98
06/03/17,Perth Mint Spot,Gold,AUD,Bid,Low,1620.51
07/03/17,Perth Mint Spot,Gold,AUD,Bid,Low,1603.38
08/03/17,Perth Mint Spot,Gold,AUD,Bid,Low,1597.2
09/03/17,Perth Mint Spot,Gold,AUD,Bid,Low,1597.87
10/03/17,Perth Mint Spot,Gold,AUD,Bid,Low,1586.34
13/03/17,Perth Mint Spot,Gold,AUD,Bid,Low,1589.91
14/03/17,Perth Mint Spot,Gold,AUD,Bid,Low,1585.31
15/03/17,Perth Mint Spot,Gold,AUD,Bid,Low,1582.16
16/03/17,Perth Mint Spot,Gold,AUD,Bid,Low,1579.34
17/03/17,Perth Mint Spot,Gold,AUD,Bid,Low,1591.39
20/03/17,Perth Mint Spot,Gold,AUD,Bid,Low,1590.71
21/03/17,Perth Mint Spot,Gold,AUD,Bid,Low,1587.83
22/03/17,Perth Mint Spot,Gold,AUD,Bid,Low,1617.89
23/03/17,Perth Mint Spot,Gold,AUD,Bid,Low,1621.08
24/03/17,Perth Mint Spot,Gold,AUD,Bid,Low,1624.85
27/03/17,Perth Mint Spot,Gold,AUD,Bid,Low,1628.15
28/03/17,Perth Mint Spot,Gold,AUD,Bid,Low,1638.72
29/03/17,Perth Mint Spot,Gold,AUD,Bid,Low,1628.12
30/03/17,Perth Mint Spot,Gold,AUD,Bid,Low,1625.78
31/03/17,Perth Mint Spot,Gold,AUD,Bid,Low,1619.03
03/04/17,Perth Mint Spot,Gold,AUD,Bid,Low,1631.19
04/04/17,Perth Mint Spot,Gold,AUD,Bid,Low,1646.08
05/04/17,Perth Mint Spot,Gold,AUD,Bid,Low,1652.24
06/04/17,Perth Mint Spot,Gold,AUD,Bid,Low,1655.47
07/04/17,Perth Mint Spot,Gold,AUD,Bid,Low,1655.66
10/04/17,Perth Mint Spot,Gold,AUD,Bid,Low,1665.96
11/04/17,Perth Mint Spot,Gold,AUD,Bid,Low,1666.8
12/04/17,Perth Mint Spot,Gold,AUD,Bid,Low,1693.01
13/04/17,Perth Mint Spot,Gold,AUD,Bid,Low,1688.84
14/04/17,Perth Mint Spot,Gold,AUD,Bid,Low,1695.61
17/04/17,Perth Mint Spot,Gold,AUD,Bid,Low,1691.51
18/04/17,Perth Mint Spot,Gold,AUD,Bid,Low,1686.38
19/04/17,Perth Mint Spot,Gold,AUD,Bid,Low,1701.46
20/04/17,Perth Mint Spot,Gold,AUD,Bid,Low,1695.48
21/04/17,Perth Mint Spot,Gold,AUD,Bid,Low,1693.46
24/04/17,Perth Mint Spot,Gold,AUD,Bid,Low,1674.82
25/04/17,Perth Mint Spot,Gold,AUD,Bid,Low,1679.58
26/04/17,Perth Mint Spot,Gold,AUD,Bid,Low,1669.93
27/04/17,Perth Mint Spot,Gold,AUD,Bid,Low,1684.03
28/04/17,Perth Mint Spot,Gold,AUD,Bid,Low,1687.33
01/05/17,Perth Mint Spot,Gold,AUD,Bid,Low,1678.45
02/05/17,Perth Mint Spot,Gold,AUD,Bid,Low,1660.98
03/05/17,Perth Mint Spot,Gold,AUD,Bid,Low,1661.85
04/05/17,Perth Mint Spot,Gold,AUD,Bid,Low,1662.86
05/05/17,Perth Mint Spot,Gold,AUD,Bid,Low,1653.0
08/05/17,Perth Mint Spot,Gold,AUD,Bid,Low,1654.25
09/05/17,Perth Mint Spot,Gold,AUD,Bid,Low,1656.4
10/05/17,Perth Mint Spot,Gold,AUD,Bid,Low,1655.13
11/05/17,Perth Mint Spot,Gold,AUD,Bid,Low,1651.11
12/05/17,Perth Mint Spot,Gold,AUD,Bid,Low,1655.58
15/05/17,Perth Mint Spot,Gold,AUD,Bid,Low,1653.68
16/05/17,Perth Mint Spot,Gold,AUD,Bid,Low,1653.05
17/05/17,Perth Mint Spot,Gold,AUD,Bid,Low,1662.64
18/05/17,Perth Mint Spot,Gold,AUD,Bid,Low,1681.53
19/05/17,Perth Mint Spot,Gold,AUD,Bid,Low,1674.68
22/05/17,Perth Mint Spot,Gold,AUD,Bid,Low,1677.31
23/05/17,Perth Mint Spot,Gold,AUD,Bid,Low,1677.49
24/05/17,Perth Mint Spot,Gold,AUD,Bid,Low,1670.32
25/05/17,Perth Mint Spot,Gold,AUD,Bid,Low,1669.51
26/05/17,Perth Mint Spot,Gold,AUD,Bid,Low,1678.47
29/05/17,Perth Mint Spot,Gold,AUD,Bid,Low,1697.88
30/05/17,Perth Mint Spot,Gold,AUD,Bid,Low,1691.39
31/05/17,Perth Mint Spot,Gold,AUD,Bid,Low,1683.98
01/06/17,Perth Mint Spot,Gold,AUD,Bid,Low,1702.56
02/06/17,Perth Mint Spot,Gold,AUD,Bid,Low,1700.65
05/06/17,Perth Mint Spot,Gold,AUD,Bid,Low,1709.68
06/06/17,Perth Mint Spot,Gold,AUD,Bid,Low,1705.68
07/06/17,Perth Mint Spot,Gold,AUD,Bid,Low,1707.45
08/06/17,Perth Mint Spot,Gold,AUD,Bid,Low,1698.65
09/06/17,Perth Mint Spot,Gold,AUD,Bid,Low,1683.94
12/06/17,Perth Mint Spot,Gold,AUD,Bid,Low,1677.91
13/06/17,Perth Mint Spot,Gold,AUD,Bid,Low,1668.65
14/06/17,Perth Mint Spot,Gold,AUD,Bid,Low,1668.32
15/06/17,Perth Mint Spot,Gold,AUD,Bid,Low,1653.92
16/06/17,Perth Mint Spot,Gold,AUD,Bid,Low,1644.43
19/06/17,Perth Mint Spot,Gold,AUD,Bid,Low,1638.27
20/06/17,Perth Mint Spot,Gold,AUD,Bid,Low,1632.64
21/06/17,Perth Mint Spot,Gold,AUD,Bid,Low,1638.31
22/06/17,Perth Mint Spot,Gold,AUD,Bid,Low,1649.09
23/06/17,Perth Mint Spot,Gold,AUD,Bid,Low,1652.22
26/06/17,Perth Mint Spot,Gold,AUD,Bid,Low,1636.12
27/06/17,Perth Mint Spot,Gold,AUD,Bid,Low,1634.34
28/06/17,Perth Mint Spot,Gold,AUD,Bid,Low,1638.8
29/06/17,Perth Mint Spot,Gold,AUD,Bid,Low,1620.43
30/06/17,Perth Mint Spot,Gold,AUD,Bid,Low,1612.6
03/07/17,Perth Mint Spot,Gold,AUD,Bid,Low,1606.88
04/07/17,Perth Mint Spot,Gold,AUD,Bid,Low,1589.01
05/07/17,Perth Mint Spot,Gold,AUD,Bid,Low,1602.11
06/07/17,Perth Mint Spot,Gold,AUD,Bid,Low,1605.6
07/07/17,Perth Mint Spot,Gold,AUD,Bid,Low,1605.0
10/07/17,Perth Mint Spot,Gold,AUD,Bid,Low,1583.42
11/07/17,Perth Mint Spot,Gold,AUD,Bid,Low,1584.76
12/07/17,Perth Mint Spot,Gold,AUD,Bid,Low,1588.12
13/07/17,Perth Mint Spot,Gold,AUD,Bid,Low,1576.94
14/07/17,Perth Mint Spot,Gold,AUD,Bid,Low,1566.82
17/07/17,Perth Mint Spot,Gold,AUD,Bid,Low,1568.86
18/07/17,Perth Mint Spot,Gold,AUD,Bid,Low,1557.42
19/07/17,Perth Mint Spot,Gold,AUD,Bid,Low,1557.66
20/07/17,Perth Mint Spot,Gold,AUD,Bid,Low,1549.92
21/07/17,Perth Mint Spot,Gold,AUD,Bid,Low,1561.14
24/07/17,Perth Mint Spot,Gold,AUD,Bid,Low,1573.72
25/07/17,Perth Mint Spot,Gold,AUD,Bid,Low,1575.78
26/07/17,Perth Mint Spot,Gold,AUD,Bid,Low,1568.38
27/07/17,Perth Mint Spot,Gold,AUD,Bid,Low,1564.7
28/07/17,Perth Mint Spot,Gold,AUD,Bid,Low,1573.95
31/07/17,Perth Mint Spot,Gold,AUD,Bid,Low,1584.26
01/08/17,Perth Mint Spot,Gold,AUD,Bid,Low,1574.37
02/08/17,Perth Mint Spot,Gold,AUD,Bid,Low,1585.0
03/08/17,Perth Mint Spot,Gold,AUD,Bid,Low,1583.91
04/08/17,Perth Mint Spot,Gold,AUD,Bid,Low,1587.54
07/08/17,Perth Mint Spot,Gold,AUD,Bid,Low,1579.69
08/08/17,Perth Mint Spot,Gold,AUD,Bid,Low,1584.95
09/08/17,Perth Mint Spot,Gold,AUD,Bid,Low,1591.65
10/08/17,Perth Mint Spot,Gold,AUD,Bid,Low,1610.63
11/08/17,Perth Mint Spot,Gold,AUD,Bid,Low,1631.32
14/08/17,Perth Mint Spot,Gold,AUD,Bid,Low,1620.56
15/08/17,Perth Mint Spot,Gold,AUD,Bid,Low,1617.29
16/08/17,Perth Mint Spot,Gold,AUD,Bid,Low,1612.77
17/08/17,Perth Mint Spot,Gold,AUD,Bid,Low,1614.5
18/08/17,Perth Mint Spot,Gold,AUD,Bid,Low,1625.91
21/08/17,Perth Mint Spot,Gold,AUD,Bid,Low,1615.32
22/08/17,Perth Mint Spot,Gold,AUD,Bid,Low,1614.6
23/08/17,Perth Mint Spot,Gold,AUD,Bid,Low,1617.96
24/08/17,Perth Mint Spot,Gold,AUD,Bid,Low,1626.09
25/08/17,Perth Mint Spot,Gold,AUD,Bid,Low,1622.12
28/08/17,Perth Mint Spot,Gold,AUD,Bid,Low,1623.86
29/08/17,Perth Mint Spot,Gold,AUD,Bid,Low,1652.98
30/08/17,Perth Mint Spot,Gold,AUD,Bid,Low,1637.77
31/08/17,Perth Mint Spot,Gold,AUD,Bid,Low,1642.32
01/09/17,Perth Mint Spot,Gold,AUD,Bid,Low,1655.88
04/09/17,Perth Mint Spot,Gold,AUD,Bid,Low,1670.11
05/09/17,Perth Mint Spot,Gold,AUD,Bid,Low,1666.83
06/09/17,Perth Mint Spot,Gold,AUD,Bid,Low,1668.87
07/09/17,Perth Mint Spot,Gold,AUD,Bid,Low,1661.26
08/09/17,Perth Mint Spot,Gold,AUD,Bid,Low,1665.0
11/09/17,Perth Mint Spot,Gold,AUD,Bid,Low,1656.69
12/09/17,Perth Mint Spot,Gold,AUD,Bid,Low,1646.59
13/09/17,Perth Mint Spot,Gold,AUD,Bid,Low,1653.46
14/09/17,Perth Mint Spot,Gold,AUD,Bid,Low,1643.87
15/09/17,Perth Mint Spot,Gold,AUD,Bid,Low,1651.18
18/09/17,Perth Mint Spot,Gold,AUD,Bid,Low,1636.61
19/09/17,Perth Mint Spot,Gold,AUD,Bid,Low,1634.31
20/09/17,Perth Mint Spot,Gold,AUD,Bid,Low,1629.02
21/09/17,Perth Mint Spot,Gold,AUD,Bid,Low,1616.65
22/09/17,Perth Mint Spot,Gold,AUD,Bid,Low,1626.06
25/09/17,Perth Mint Spot,Gold,AUD,Bid,Low,1617.67
26/09/17,Perth Mint Spot,Gold,AUD,Bid,Low,1644.24
27/09/17,Perth Mint Spot,Gold,AUD,Bid,Low,1637.69
28/09/17,Perth Mint Spot,Gold,AUD,Bid,Low,1631.14
29/09/17,Perth Mint Spot,Gold,AUD,Bid,Low,1632.83
02/10/17,Perth Mint Spot,Gold,AUD,Bid,Low,1623.42
03/10/17,Perth Mint Spot,Gold,AUD,Bid,Low,1619.53
04/10/17,Perth Mint Spot,Gold,AUD,Bid,Low,1618.12
05/10/17,Perth Mint Spot,Gold,AUD,Bid,Low,1616.57
06/10/17,Perth Mint Spot,Gold,AUD,Bid,Low,1624.55
09/10/17,Perth Mint Spot,Gold,AUD,Bid,Low,1637.69
10/10/17,Perth Mint Spot,Gold,AUD,Bid,Low,1647.7
11/10/17,Perth Mint Spot,Gold,AUD,Bid,Low,1650.65
12/10/17,Perth Mint Spot,Gold,AUD,Bid,Low,1651.28
13/10/17,Perth Mint Spot,Gold,AUD,Bid,Low,1647.15
16/10/17,Perth Mint Spot,Gold,AUD,Bid,Low,1649.09
17/10/17,Perth Mint Spot,Gold,AUD,Bid,Low,1637.74
18/10/17,Perth Mint Spot,Gold,AUD,Bid,Low,1632.67
19/10/17,Perth Mint Spot,Gold,AUD,Bid,Low,1622.56
20/10/17,Perth Mint Spot,Gold,AUD,Bid,Low,1627.96
23/10/17,Perth Mint Spot,Gold,AUD,Bid,Low,1626.72
24/10/17,Perth Mint Spot,Gold,AUD,Bid,Low,1635.17
25/10/17,Perth Mint Spot,Gold,AUD,Bid,Low,1637.23
26/10/17,Perth Mint Spot,Gold,AUD,Bid,Low,1655.17
27/10/17,Perth Mint Spot,Gold,AUD,Bid,Low,1650.65
30/10/17,Perth Mint Spot,Gold,AUD,Bid,Low,1650.15
31/10/17,Perth Mint Spot,Gold,AUD,Bid,Low,1655.88
01/11/17,Perth Mint Spot,Gold,AUD,Bid,Low,1653.23
02/11/17,Perth Mint Spot,Gold,AUD,Bid,Low,1651.94
03/11/17,Perth Mint Spot,Gold,AUD,Bid,Low,1652.91
06/11/17,Perth Mint Spot,Gold,AUD,Bid,Low,1654.01
07/11/17,Perth Mint Spot,Gold,AUD,Bid,Low,1659.66
08/11/17,Perth Mint Spot,Gold,AUD,Bid,Low,1663.97
09/11/17,Perth Mint Spot,Gold,AUD,Bid,Low,1663.04
10/11/17,Perth Mint Spot,Gold,AUD,Bid,Low,1667.44
13/11/17,Perth Mint Spot,Gold,AUD,Bid,Low,1661.19
14/11/17,Perth Mint Spot,Gold,AUD,Bid,Low,1667.49
15/11/17,Perth Mint Spot,Gold,AUD,Bid,Low,1674.33
16/11/17,Perth Mint Spot,Gold,AUD,Bid,Low,1676.43
17/11/17,Perth Mint Spot,Gold,AUD,Bid,Low,1681.91
20/11/17,Perth Mint Spot,Gold,AUD,Bid,Low,1703.14
21/11/17,Perth Mint Spot,Gold,AUD,Bid,Low,1688.39
22/11/17,Perth Mint Spot,Gold,AUD,Bid,Low,1685.79
23/11/17,Perth Mint Spot,Gold,AUD,Bid,Low,1688.23
24/11/17,Perth Mint Spot,Gold,AUD,Bid,Low,1689.06
27/11/17,Perth Mint Spot,Gold,AUD,Bid,Low,1687.68
28/11/17,Perth Mint Spot,Gold,AUD,Bid,Low,1695.22
29/11/17,Perth Mint Spot,Gold,AUD,Bid,Low,1697.91
30/11/17,Perth Mint Spot,Gold,AUD,Bid,Low,1687.66
01/12/17,Perth Mint Spot,Gold,AUD,Bid,Low,1677.79
04/12/17,Perth Mint Spot,Gold,AUD,Bid,Low,1672.27
05/12/17,Perth Mint Spot,Gold,AUD,Bid,Low,1662.39
06/12/17,Perth Mint Spot,Gold,AUD,Bid,Low,1660.72
07/12/17,Perth Mint Spot,Gold,AUD,Bid,Low,1663.15
08/12/17,Perth Mint Spot,Gold,AUD,Bid,Low,1656.39
11/12/17,Perth Mint Spot,Gold,AUD,Bid,Low,1655.68
12/12/17,Perth Mint Spot,Gold,AUD,Bid,Low,1641.68
13/12/17,Perth Mint Spot,Gold,AUD,Bid,Low,1637.47
14/12/17,Perth Mint Spot,Gold,AUD,Bid,Low,1631.34
15/12/17,Perth Mint Spot,Gold,AUD,Bid,Low,1630.4
18/12/17,Perth Mint Spot,Gold,AUD,Bid,Low,1634.07
19/12/17,Perth Mint Spot,Gold,AUD,Bid,Low,1641.7
20/12/17,Perth Mint Spot,Gold,AUD,Bid,Low,1643.42
21/12/17,Perth Mint Spot,Gold,AUD,Bid,Low,1646.84
22/12/17,Perth Mint Spot,Gold,AUD,Bid,Low,1636.62
26/12/17,Perth Mint Spot,Gold,AUD,Bid,Low,1645.73
27/12/17,Perth Mint Spot,Gold,AUD,Bid,Low,1651.37
28/12/17,Perth Mint Spot,Gold,AUD,Bid,Low,1651.17
29/12/17,Perth Mint Spot,Gold,AUD,Bid,Low,1656.32
02/01/18,Perth Mint Spot,Gold,AUD,Bid,Low,1664.28
03/01/18,Perth Mint Spot,Gold,AUD,Bid,Low,1673.83
04/01/18,Perth Mint Spot,Gold,AUD,Bid,Low,1665.53
05/01/18,Perth Mint Spot,Gold,AUD,Bid,Low,1676.6
08/01/18,Perth Mint Spot,Gold,AUD,Bid,Low,1675.17
09/01/18,Perth Mint Spot,Gold,AUD,Bid,Low,1673.85
10/01/18,Perth Mint Spot,Gold,AUD,Bid,Low,1670.49
11/01/18,Perth Mint Spot,Gold,AUD,Bid,Low,1669.69
12/01/18,Perth Mint Spot,Gold,AUD,Bid,Low,1672.33
15/01/18,Perth Mint Spot,Gold,AUD,Bid,Low,1682.69
16/01/18,Perth Mint Spot,Gold,AUD,Bid,Low,1676.77
17/01/18,Perth Mint Spot,Gold,AUD,Bid,Low,1671.68
18/01/18,Perth Mint Spot,Gold,AUD,Bid,Low,1661.24
19/01/18,Perth Mint Spot,Gold,AUD,Bid,Low,1654.46
22/01/18,Perth Mint Spot,Gold,AUD,Bid,Low,1660.35
23/01/18,Perth Mint Spot,Gold,AUD,Bid,Low,1660.76
24/01/18,Perth Mint Spot,Gold,AUD,Bid,Low,1669.41
25/01/18,Perth Mint Spot,Gold,AUD,Bid,Low,1678.84
26/01/18,Perth Mint Spot,Gold,AUD,Bid,Low,1671.56
29/01/18,Perth Mint Spot,Gold,AUD,Bid,Low,1660.91
30/01/18,Perth Mint Spot,Gold,AUD,Bid,Low,1650.24
31/01/18,Perth Mint Spot,Gold,AUD,Bid,Low,1649.12
01/02/18,Perth Mint Spot,Gold,AUD,Bid,Low,1663.85
02/02/18,Perth Mint Spot,Gold,AUD,Bid,Low,1673.81
05/02/18,Perth Mint Spot,Gold,AUD,Bid,Low,1674.07
06/02/18,Perth Mint Spot,Gold,AUD,Bid,Low,1694.4
07/02/18,Perth Mint Spot,Gold,AUD,Bid,Low,1671.82
08/02/18,Perth Mint Spot,Gold,AUD,Bid,Low,1671.98
09/02/18,Perth Mint Spot,Gold,AUD,Bid,Low,1683.72
12/02/18,Perth Mint Spot,Gold,AUD,Bid,Low,1679.21
13/02/18,Perth Mint Spot,Gold,AUD,Bid,Low,1678.49
14/02/18,Perth Mint Spot,Gold,AUD,Bid,Low,1688.4
15/02/18,Perth Mint Spot,Gold,AUD,Bid,Low,1697.83
16/02/18,Perth Mint Spot,Gold,AUD,Bid,Low,1699.16
19/02/18,Perth Mint Spot,Gold,AUD,Bid,Low,1697.39
20/02/18,Perth Mint Spot,Gold,AUD,Bid,Low,1687.11
21/02/18,Perth Mint Spot,Gold,AUD,Bid,Low,1681.58
22/02/18,Perth Mint Spot,Gold,AUD,Bid,Low,1688.57
23/02/18,Perth Mint Spot,Gold,AUD,Bid,Low,1692.81
26/02/18,Perth Mint Spot,Gold,AUD,Bid,Low,1689.35
27/02/18,Perth Mint Spot,Gold,AUD,Bid,Low,1693.57
28/02/18,Perth Mint Spot,Gold,AUD,Bid,Low,1684.6
01/03/18,Perth Mint Spot,Gold,AUD,Bid,Low,1691.23
02/03/18,Perth Mint Spot,Gold,AUD,Bid,Low,1690.8
05/03/18,Perth Mint Spot,Gold,AUD,Bid,Low,1707.09
06/03/18,Perth Mint Spot,Gold,AUD,Bid,Low,1695.18
07/03/18,Perth Mint Spot,Gold,AUD,Bid,Low,1702.84
08/03/18,Perth Mint Spot,Gold,AUD,Bid,Low,1688.65
09/03/18,Perth Mint Spot,Gold,AUD,Bid,Low,1685.58
12/03/18,Perth Mint Spot,Gold,AUD,Bid,Low,1675.75
13/03/18,Perth Mint Spot,Gold,AUD,Bid,Low,1671.99
14/03/18,Perth Mint Spot,Gold,AUD,Bid,Low,1675.89
15/03/18,Perth Mint Spot,Gold,AUD,Bid,Low,1677.27
16/03/18,Perth Mint Spot,Gold,AUD,Bid,Low,1685.38
19/03/18,Perth Mint Spot,Gold,AUD,Bid,Low,1696.68
20/03/18,Perth Mint Spot,Gold,AUD,Bid,Low,1702.7
21/03/18,Perth Mint Spot,Gold,AUD,Bid,Low,1700.01
22/03/18,Perth Mint Spot,Gold,AUD,Bid,Low,1709.64
23/03/18,Perth Mint Spot,Gold,AUD,Bid,Low,1725.78
26/03/18,Perth Mint Spot,Gold,AUD,Bid,Low,1734.9
27/03/18,Perth Mint Spot,Gold,AUD,Bid,Low,1740.38
28/03/18,Perth Mint Spot,Gold,AUD,Bid,Low,1740.54
29/03/18,Perth Mint Spot,Gold,AUD,Bid,Low,1720.48
30/03/18,Perth Mint Spot,Gold,AUD,Bid,Low,1715.12
02/04/18,Perth Mint Spot,Gold,AUD,Bid,Low,1727.66
03/04/18,Perth Mint Spot,Gold,AUD,Bid,Low,1735.51
04/04/18,Perth Mint Spot,Gold,AUD,Bid,Low,1726.64
05/04/18,Perth Mint Spot,Gold,AUD,Bid,Low,1719.74
06/04/18,Perth Mint Spot,Gold,AUD,Bid,Low,1719.45
09/04/18,Perth Mint Spot,Gold,AUD,Bid,Low,1727.0
10/04/18,Perth Mint Spot,Gold,AUD,Bid,Low,1719.59
11/04/18,Perth Mint Spot,Gold,AUD,Bid,Low,1722.84
12/04/18,Perth Mint Spot,Gold,AUD,Bid,Low,1735.55
13/04/18,Perth Mint Spot,Gold,AUD,Bid,Low,1713.25
16/04/18,Perth Mint Spot,Gold,AUD,Bid,Low,1723.87
17/04/18,Perth Mint Spot,Gold,AUD,Bid,Low,1721.21
18/04/18,Perth Mint Spot,Gold,AUD,Bid,Low,1724.77
19/04/18,Perth Mint Spot,Gold,AUD,Bid,Low,1728.14
20/04/18,Perth Mint Spot,Gold,AUD,Bid,Low,1734.78
23/04/18,Perth Mint Spot,Gold,AUD,Bid,Low,1733.52
24/04/18,Perth Mint Spot,Gold,AUD,Bid,Low,1737.62
25/04/18,Perth Mint Spot,Gold,AUD,Bid,Low,1745.07
26/04/18,Perth Mint Spot,Gold,AUD,Bid,Low,1743.48
27/04/18,Perth Mint Spot,Gold,AUD,Bid,Low,1738.54
30/04/18,Perth Mint Spot,Gold,AUD,Bid,Low,1740.26
01/05/18,Perth Mint Spot,Gold,AUD,Bid,Low,1736.09
02/05/18,Perth Mint Spot,Gold,AUD,Bid,Low,1737.28
03/05/18,Perth Mint Spot,Gold,AUD,Bid,Low,1735.53
04/05/18,Perth Mint Spot,Gold,AUD,Bid,Low,1734.86
07/05/18,Perth Mint Spot,Gold,AUD,Bid,Low,1743.03
08/05/18,Perth Mint Spot,Gold,AUD,Bid,Low,1742.98
09/05/18,Perth Mint Spot,Gold,AUD,Bid,Low,1751.84
10/05/18,Perth Mint Spot,Gold,AUD,Bid,Low,1749.04
11/05/18,Perth Mint Spot,Gold,AUD,Bid,Low,1746.53
14/05/18,Perth Mint Spot,Gold,AUD,Bid,Low,1743.21
15/05/18,Perth Mint Spot,Gold,AUD,Bid,Low,1740.15
16/05/18,Perth Mint Spot,Gold,AUD,Bid,Low,1723.52
17/05/18,Perth Mint Spot,Gold,AUD,Bid,Low,1706.83
18/05/18,Perth Mint Spot,Gold,AUD,Bid,Low,1710.71
21/05/18,Perth Mint Spot,Gold,AUD,Bid,Low,1703.1
22/05/18,Perth Mint Spot,Gold,AUD,Bid,Low,1693.54
23/05/18,Perth Mint Spot,Gold,AUD,Bid,Low,1700.71
24/05/18,Perth Mint Spot,Gold,AUD,Bid,Low,1706.38
25/05/18,Perth Mint Spot,Gold,AUD,Bid,Low,1716.64
28/05/18,Perth Mint Spot,Gold,AUD,Bid,Low,1708.43
29/05/18,Perth Mint Spot,Gold,AUD,Bid,Low,1715.61
30/05/18,Perth Mint Spot,Gold,AUD,Bid,Low,1720.38
31/05/18,Perth Mint Spot,Gold,AUD,Bid,Low,1714.79
01/06/18,Perth Mint Spot,Gold,AUD,Bid,Low,1713.06
04/06/18,Perth Mint Spot,Gold,AUD,Bid,Low,1688.71
05/06/18,Perth Mint Spot,Gold,AUD,Bid,Low,1684.15
06/06/18,Perth Mint Spot,Gold,AUD,Bid,Low,1689.68
07/06/18,Perth Mint Spot,Gold,AUD,Bid,Low,1686.23
08/06/18,Perth Mint Spot,Gold,AUD,Bid,Low,1697.36
11/06/18,Perth Mint Spot,Gold,AUD,Bid,Low,1699.2
12/06/18,Perth Mint Spot,Gold,AUD,Bid,Low,1697.42
13/06/18,Perth Mint Spot,Gold,AUD,Bid,Low,1704.46
14/06/18,Perth Mint Spot,Gold,AUD,Bid,Low,1711.31
15/06/18,Perth Mint Spot,Gold,AUD,Bid,Low,1736.88
18/06/18,Perth Mint Spot,Gold,AUD,Bid,Low,1714.11
19/06/18,Perth Mint Spot,Gold,AUD,Bid,Low,1719.91
20/06/18,Perth Mint Spot,Gold,AUD,Bid,Low,1717.61
21/06/18,Perth Mint Spot,Gold,AUD,Bid,Low,1712.74
22/06/18,Perth Mint Spot,Gold,AUD,Bid,Low,1705.75
25/06/18,Perth Mint Spot,Gold,AUD,Bid,Low,1701.29
