,Date,market,metal,currency,type,summary,price
10871,08/01/16,Perth Mint Spot,Gold,USD,Ask,Low,1108.45
10874,11/01/16,Perth Mint Spot,Gold,USD,Ask,Low,1108.7
10875,12/01/16,Perth Mint Spot,Gold,USD,Ask,Low,1101.5
10876,13/01/16,Perth Mint Spot,Gold,USD,Ask,Low,1088.28
10877,14/01/16,Perth Mint Spot,Gold,USD,Ask,Low,1097.05
10878,15/01/16,Perth Mint Spot,Gold,USD,Ask,Low,1085.13
10881,18/01/16,Perth Mint Spot,Gold,USD,Ask,Low,1096.7
10882,19/01/16,Perth Mint Spot,Gold,USD,Ask,Low,1094.43
10883,20/01/16,Perth Mint Spot,Gold,USD,Ask,Low,1095.83
10884,21/01/16,Perth Mint Spot,Gold,USD,Ask,Low,1106.03
10885,22/01/16,Perth Mint Spot,Gold,USD,Ask,Low,1103.37
10888,25/01/16,Perth Mint Spot,Gold,USD,Ask,Low,1105.28
10890,27/01/16,Perth Mint Spot,Gold,USD,Ask,Low,1124.73
10891,28/01/16,Perth Mint Spot,Gold,USD,Ask,Low,1126.0
10892,29/01/16,Perth Mint Spot,Gold,USD,Ask,Low,1119.4
10895,01/02/16,Perth Mint Spot,Gold,USD,Ask,Low,1125.3
10896,02/02/16,Perth Mint Spot,Gold,USD,Ask,Low,1133.43
10897,03/02/16,Perth Mint Spot,Gold,USD,Ask,Low,1133.83
10898,04/02/16,Perth Mint Spot,Gold,USD,Ask,Low,1147.9
10899,05/02/16,Perth Mint Spot,Gold,USD,Ask,Low,1163.18
10902,08/02/16,Perth Mint Spot,Gold,USD,Ask,Low,1172.88
10903,09/02/16,Perth Mint Spot,Gold,USD,Ask,Low,1194.09
10904,10/02/16,Perth Mint Spot,Gold,USD,Ask,Low,1189.97
10905,11/02/16,Perth Mint Spot,Gold,USD,Ask,Low,1205.18
10906,12/02/16,Perth Mint Spot,Gold,USD,Ask,Low,1241.85
10909,15/02/16,Perth Mint Spot,Gold,USD,Ask,Low,1216.32
10910,16/02/16,Perth Mint Spot,Gold,USD,Ask,Low,1199.2
10911,17/02/16,Perth Mint Spot,Gold,USD,Ask,Low,1204.9
10912,18/02/16,Perth Mint Spot,Gold,USD,Ask,Low,1210.79
10913,19/02/16,Perth Mint Spot,Gold,USD,Ask,Low,1229.33
10916,22/02/16,Perth Mint Spot,Gold,USD,Ask,Low,1211.01
10917,23/02/16,Perth Mint Spot,Gold,USD,Ask,Low,1216.9
10918,24/02/16,Perth Mint Spot,Gold,USD,Ask,Low,1232.9
10919,25/02/16,Perth Mint Spot,Gold,USD,Ask,Low,1232.7
10920,26/02/16,Perth Mint Spot,Gold,USD,Ask,Low,1238.65
10923,29/02/16,Perth Mint Spot,Gold,USD,Ask,Low,1226.53
10924,01/03/16,Perth Mint Spot,Gold,USD,Ask,Low,1246.61
10925,02/03/16,Perth Mint Spot,Gold,USD,Ask,Low,1234.3
10926,03/03/16,Perth Mint Spot,Gold,USD,Ask,Low,1246.03
10927,04/03/16,Perth Mint Spot,Gold,USD,Ask,Low,1266.48
10931,08/03/16,Perth Mint Spot,Gold,USD,Ask,Low,1274.52
10932,09/03/16,Perth Mint Spot,Gold,USD,Ask,Low,1262.43
10933,10/03/16,Perth Mint Spot,Gold,USD,Ask,Low,1253.6
10934,11/03/16,Perth Mint Spot,Gold,USD,Ask,Low,1271.85
10937,14/03/16,Perth Mint Spot,Gold,USD,Ask,Low,1260.7
10938,15/03/16,Perth Mint Spot,Gold,USD,Ask,Low,1234.73
10939,16/03/16,Perth Mint Spot,Gold,USD,Ask,Low,1238.93
10940,17/03/16,Perth Mint Spot,Gold,USD,Ask,Low,1263.63
10941,18/03/16,Perth Mint Spot,Gold,USD,Ask,Low,1265.55
10944,21/03/16,Perth Mint Spot,Gold,USD,Ask,Low,1250.33
10945,22/03/16,Perth Mint Spot,Gold,USD,Ask,Low,1251.1
10946,23/03/16,Perth Mint Spot,Gold,USD,Ask,Low,1242.5
10947,24/03/16,Perth Mint Spot,Gold,USD,Ask,Low,1222.5
10952,29/03/16,Perth Mint Spot,Gold,USD,Ask,Low,1224.25
10953,30/03/16,Perth Mint Spot,Gold,USD,Ask,Low,1244.08
10954,31/03/16,Perth Mint Spot,Gold,USD,Ask,Low,1233.58
10955,01/04/16,Perth Mint Spot,Gold,USD,Ask,Low,1238.2
10958,04/04/16,Perth Mint Spot,Gold,USD,Ask,Low,1223.6
10959,05/04/16,Perth Mint Spot,Gold,USD,Ask,Low,1226.05
10960,06/04/16,Perth Mint Spot,Gold,USD,Ask,Low,1232.7
10961,07/04/16,Perth Mint Spot,Gold,USD,Ask,Low,1232.38
10962,08/04/16,Perth Mint Spot,Gold,USD,Ask,Low,1239.6
10965,11/04/16,Perth Mint Spot,Gold,USD,Ask,Low,1252.7
10966,12/04/16,Perth Mint Spot,Gold,USD,Ask,Low,1261.9
10967,13/04/16,Perth Mint Spot,Gold,USD,Ask,Low,1250.65
10968,14/04/16,Perth Mint Spot,Gold,USD,Ask,Low,1238.0
10969,15/04/16,Perth Mint Spot,Gold,USD,Ask,Low,1233.4
10972,18/04/16,Perth Mint Spot,Gold,USD,Ask,Low,1239.27
10973,19/04/16,Perth Mint Spot,Gold,USD,Ask,Low,1236.23
10974,20/04/16,Perth Mint Spot,Gold,USD,Ask,Low,1254.68
10975,21/04/16,Perth Mint Spot,Gold,USD,Ask,Low,1252.0
10976,22/04/16,Perth Mint Spot,Gold,USD,Ask,Low,1253.2
10980,26/04/16,Perth Mint Spot,Gold,USD,Ask,Low,1241.1
10981,27/04/16,Perth Mint Spot,Gold,USD,Ask,Low,1250.7
10982,28/04/16,Perth Mint Spot,Gold,USD,Ask,Low,1247.08
10983,29/04/16,Perth Mint Spot,Gold,USD,Ask,Low,1274.3
10986,02/05/16,Perth Mint Spot,Gold,USD,Ask,Low,1300.2
10987,03/05/16,Perth Mint Spot,Gold,USD,Ask,Low,1298.03
10988,04/05/16,Perth Mint Spot,Gold,USD,Ask,Low,1285.28
10989,05/05/16,Perth Mint Spot,Gold,USD,Ask,Low,1284.9
10990,06/05/16,Perth Mint Spot,Gold,USD,Ask,Low,1284.28
10993,09/05/16,Perth Mint Spot,Gold,USD,Ask,Low,1283.93
10994,10/05/16,Perth Mint Spot,Gold,USD,Ask,Low,1268.63
10995,11/05/16,Perth Mint Spot,Gold,USD,Ask,Low,1273.38
10996,12/05/16,Perth Mint Spot,Gold,USD,Ask,Low,1276.73
10997,13/05/16,Perth Mint Spot,Gold,USD,Ask,Low,1274.18
11000,16/05/16,Perth Mint Spot,Gold,USD,Ask,Low,1281.3
11001,17/05/16,Perth Mint Spot,Gold,USD,Ask,Low,1278.88
11002,18/05/16,Perth Mint Spot,Gold,USD,Ask,Low,1278.48
11003,19/05/16,Perth Mint Spot,Gold,USD,Ask,Low,1260.48
11004,20/05/16,Perth Mint Spot,Gold,USD,Ask,Low,1262.2
11007,23/05/16,Perth Mint Spot,Gold,USD,Ask,Low,1258.33
11008,24/05/16,Perth Mint Spot,Gold,USD,Ask,Low,1250.68
11009,25/05/16,Perth Mint Spot,Gold,USD,Ask,Low,1228.94
11010,26/05/16,Perth Mint Spot,Gold,USD,Ask,Low,1233.68
11011,27/05/16,Perth Mint Spot,Gold,USD,Ask,Low,1220.4
11014,30/05/16,Perth Mint Spot,Gold,USD,Ask,Low,1208.45
11015,31/05/16,Perth Mint Spot,Gold,USD,Ask,Low,1218.5
11016,01/06/16,Perth Mint Spot,Gold,USD,Ask,Low,1220.94
11017,02/06/16,Perth Mint Spot,Gold,USD,Ask,Low,1219.53
11018,03/06/16,Perth Mint Spot,Gold,USD,Ask,Low,1216.2
11022,07/06/16,Perth Mint Spot,Gold,USD,Ask,Low,1249.33
11023,08/06/16,Perth Mint Spot,Gold,USD,Ask,Low,1252.08
11024,09/06/16,Perth Mint Spot,Gold,USD,Ask,Low,1266.53
11025,10/06/16,Perth Mint Spot,Gold,USD,Ask,Low,1273.85
11028,13/06/16,Perth Mint Spot,Gold,USD,Ask,Low,1280.96
11029,14/06/16,Perth Mint Spot,Gold,USD,Ask,Low,1286.2
11030,15/06/16,Perth Mint Spot,Gold,USD,Ask,Low,1289.88
11031,16/06/16,Perth Mint Spot,Gold,USD,Ask,Low,1302.38
11032,17/06/16,Perth Mint Spot,Gold,USD,Ask,Low,1288.1
11035,20/06/16,Perth Mint Spot,Gold,USD,Ask,Low,1288.8
11036,21/06/16,Perth Mint Spot,Gold,USD,Ask,Low,1290.38
11037,22/06/16,Perth Mint Spot,Gold,USD,Ask,Low,1271.33
11038,23/06/16,Perth Mint Spot,Gold,USD,Ask,Low,1269.3
11039,24/06/16,Perth Mint Spot,Gold,USD,Ask,Low,1273.68
11042,27/06/16,Perth Mint Spot,Gold,USD,Ask,Low,1332.3
11043,28/06/16,Perth Mint Spot,Gold,USD,Ask,Low,1317.33
11044,29/06/16,Perth Mint Spot,Gold,USD,Ask,Low,1322.4
11045,30/06/16,Perth Mint Spot,Gold,USD,Ask,Low,1322.63
11046,01/07/16,Perth Mint Spot,Gold,USD,Ask,Low,1329.6
11049,04/07/16,Perth Mint Spot,Gold,USD,Ask,Low,1348.93
11050,05/07/16,Perth Mint Spot,Gold,USD,Ask,Low,1348.58
11051,06/07/16,Perth Mint Spot,Gold,USD,Ask,Low,1371.08
11052,07/07/16,Perth Mint Spot,Gold,USD,Ask,Low,1374.38
11053,08/07/16,Perth Mint Spot,Gold,USD,Ask,Low,1362.5
11056,11/07/16,Perth Mint Spot,Gold,USD,Ask,Low,1365.5
11057,12/07/16,Perth Mint Spot,Gold,USD,Ask,Low,1361.02
11058,13/07/16,Perth Mint Spot,Gold,USD,Ask,Low,1337.9
11059,14/07/16,Perth Mint Spot,Gold,USD,Ask,Low,1333.75
11060,15/07/16,Perth Mint Spot,Gold,USD,Ask,Low,1335.0
11063,18/07/16,Perth Mint Spot,Gold,USD,Ask,Low,1333.91
11064,19/07/16,Perth Mint Spot,Gold,USD,Ask,Low,1335.3
11065,20/07/16,Perth Mint Spot,Gold,USD,Ask,Low,1333.9
11066,21/07/16,Perth Mint Spot,Gold,USD,Ask,Low,1319.63
11067,22/07/16,Perth Mint Spot,Gold,USD,Ask,Low,1330.91
11070,25/07/16,Perth Mint Spot,Gold,USD,Ask,Low,1322.2
11071,26/07/16,Perth Mint Spot,Gold,USD,Ask,Low,1322.85
11072,27/07/16,Perth Mint Spot,Gold,USD,Ask,Low,1324.86
11073,28/07/16,Perth Mint Spot,Gold,USD,Ask,Low,1345.6
11074,29/07/16,Perth Mint Spot,Gold,USD,Ask,Low,1339.13
11077,01/08/16,Perth Mint Spot,Gold,USD,Ask,Low,1354.66
11078,02/08/16,Perth Mint Spot,Gold,USD,Ask,Low,1355.34
11079,03/08/16,Perth Mint Spot,Gold,USD,Ask,Low,1370.43
11080,04/08/16,Perth Mint Spot,Gold,USD,Ask,Low,1358.7
11081,05/08/16,Perth Mint Spot,Gold,USD,Ask,Low,1367.98
11084,08/08/16,Perth Mint Spot,Gold,USD,Ask,Low,1339.08
11085,09/08/16,Perth Mint Spot,Gold,USD,Ask,Low,1339.02
11086,10/08/16,Perth Mint Spot,Gold,USD,Ask,Low,1349.9
11087,11/08/16,Perth Mint Spot,Gold,USD,Ask,Low,1349.98
11088,12/08/16,Perth Mint Spot,Gold,USD,Ask,Low,1344.8
11091,15/08/16,Perth Mint Spot,Gold,USD,Ask,Low,1344.86
11092,16/08/16,Perth Mint Spot,Gold,USD,Ask,Low,1349.22
11093,17/08/16,Perth Mint Spot,Gold,USD,Ask,Low,1349.71
11094,18/08/16,Perth Mint Spot,Gold,USD,Ask,Low,1357.21
11095,19/08/16,Perth Mint Spot,Gold,USD,Ask,Low,1354.55
11098,22/08/16,Perth Mint Spot,Gold,USD,Ask,Low,1340.23
11099,23/08/16,Perth Mint Spot,Gold,USD,Ask,Low,1344.0
11100,24/08/16,Perth Mint Spot,Gold,USD,Ask,Low,1344.2
11101,25/08/16,Perth Mint Spot,Gold,USD,Ask,Low,1331.65
11102,26/08/16,Perth Mint Spot,Gold,USD,Ask,Low,1329.91
11105,29/08/16,Perth Mint Spot,Gold,USD,Ask,Low,1324.11
11106,30/08/16,Perth Mint Spot,Gold,USD,Ask,Low,1328.69
11107,31/08/16,Perth Mint Spot,Gold,USD,Ask,Low,1318.83
11108,01/09/16,Perth Mint Spot,Gold,USD,Ask,Low,1315.3
11109,02/09/16,Perth Mint Spot,Gold,USD,Ask,Low,1319.48
11112,05/09/16,Perth Mint Spot,Gold,USD,Ask,Low,1330.9
11113,06/09/16,Perth Mint Spot,Gold,USD,Ask,Low,1333.1
11114,07/09/16,Perth Mint Spot,Gold,USD,Ask,Low,1356.18
11115,08/09/16,Perth Mint Spot,Gold,USD,Ask,Low,1353.49
11116,09/09/16,Perth Mint Spot,Gold,USD,Ask,Low,1343.38
11119,12/09/16,Perth Mint Spot,Gold,USD,Ask,Low,1333.64
11120,13/09/16,Perth Mint Spot,Gold,USD,Ask,Low,1336.12
11121,14/09/16,Perth Mint Spot,Gold,USD,Ask,Low,1324.86
11122,15/09/16,Perth Mint Spot,Gold,USD,Ask,Low,1327.1
11123,16/09/16,Perth Mint Spot,Gold,USD,Ask,Low,1321.16
11126,19/09/16,Perth Mint Spot,Gold,USD,Ask,Low,1318.8
11127,20/09/16,Perth Mint Spot,Gold,USD,Ask,Low,1321.7
11128,21/09/16,Perth Mint Spot,Gold,USD,Ask,Low,1318.6
11129,22/09/16,Perth Mint Spot,Gold,USD,Ask,Low,1340.38
11130,23/09/16,Perth Mint Spot,Gold,USD,Ask,Low,1342.14
11134,27/09/16,Perth Mint Spot,Gold,USD,Ask,Low,1341.63
11135,28/09/16,Perth Mint Spot,Gold,USD,Ask,Low,1330.88
11136,29/09/16,Perth Mint Spot,Gold,USD,Ask,Low,1329.11
11137,30/09/16,Perth Mint Spot,Gold,USD,Ask,Low,1329.7
11140,03/10/16,Perth Mint Spot,Gold,USD,Ask,Low,1322.1
11141,04/10/16,Perth Mint Spot,Gold,USD,Ask,Low,1315.7
11142,05/10/16,Perth Mint Spot,Gold,USD,Ask,Low,1277.68
11143,06/10/16,Perth Mint Spot,Gold,USD,Ask,Low,1271.9
11144,07/10/16,Perth Mint Spot,Gold,USD,Ask,Low,1259.92
11147,10/10/16,Perth Mint Spot,Gold,USD,Ask,Low,1266.6
11148,11/10/16,Perth Mint Spot,Gold,USD,Ask,Low,1264.3
11149,12/10/16,Perth Mint Spot,Gold,USD,Ask,Low,1260.8
11150,13/10/16,Perth Mint Spot,Gold,USD,Ask,Low,1262.85
11151,14/10/16,Perth Mint Spot,Gold,USD,Ask,Low,1263.03
11154,17/10/16,Perth Mint Spot,Gold,USD,Ask,Low,1259.28
11155,18/10/16,Perth Mint Spot,Gold,USD,Ask,Low,1263.2
11156,19/10/16,Perth Mint Spot,Gold,USD,Ask,Low,1268.48
11157,20/10/16,Perth Mint Spot,Gold,USD,Ask,Low,1276.44
11158,21/10/16,Perth Mint Spot,Gold,USD,Ask,Low,1269.83
11161,24/10/16,Perth Mint Spot,Gold,USD,Ask,Low,1270.95
11162,25/10/16,Perth Mint Spot,Gold,USD,Ask,Low,1270.31
11163,26/10/16,Perth Mint Spot,Gold,USD,Ask,Low,1281.98
11164,27/10/16,Perth Mint Spot,Gold,USD,Ask,Low,1273.82
11165,28/10/16,Perth Mint Spot,Gold,USD,Ask,Low,1273.94
11168,31/10/16,Perth Mint Spot,Gold,USD,Ask,Low,1281.78
11169,01/11/16,Perth Mint Spot,Gold,USD,Ask,Low,1284.03
11170,02/11/16,Perth Mint Spot,Gold,USD,Ask,Low,1295.62
11171,03/11/16,Perth Mint Spot,Gold,USD,Ask,Low,1301.45
11172,04/11/16,Perth Mint Spot,Gold,USD,Ask,Low,1304.37
11175,07/11/16,Perth Mint Spot,Gold,USD,Ask,Low,1293.23
11176,08/11/16,Perth Mint Spot,Gold,USD,Ask,Low,1289.19
11177,09/11/16,Perth Mint Spot,Gold,USD,Ask,Low,1279.53
11178,10/11/16,Perth Mint Spot,Gold,USD,Ask,Low,1283.54
11179,11/11/16,Perth Mint Spot,Gold,USD,Ask,Low,1262.1
11182,14/11/16,Perth Mint Spot,Gold,USD,Ask,Low,1221.7
11183,15/11/16,Perth Mint Spot,Gold,USD,Ask,Low,1231.08
11184,16/11/16,Perth Mint Spot,Gold,USD,Ask,Low,1234.39
11185,17/11/16,Perth Mint Spot,Gold,USD,Ask,Low,1232.91
11186,18/11/16,Perth Mint Spot,Gold,USD,Ask,Low,1213.54
11189,21/11/16,Perth Mint Spot,Gold,USD,Ask,Low,1208.85
11190,22/11/16,Perth Mint Spot,Gold,USD,Ask,Low,1217.18
11191,23/11/16,Perth Mint Spot,Gold,USD,Ask,Low,1214.64
11192,24/11/16,Perth Mint Spot,Gold,USD,Ask,Low,1185.89
11193,25/11/16,Perth Mint Spot,Gold,USD,Ask,Low,1175.1
11196,28/11/16,Perth Mint Spot,Gold,USD,Ask,Low,1195.0
11197,29/11/16,Perth Mint Spot,Gold,USD,Ask,Low,1192.54
11198,30/11/16,Perth Mint Spot,Gold,USD,Ask,Low,1189.99
11199,01/12/16,Perth Mint Spot,Gold,USD,Ask,Low,1170.23
11200,02/12/16,Perth Mint Spot,Gold,USD,Ask,Low,1175.23
11203,05/12/16,Perth Mint Spot,Gold,USD,Ask,Low,1167.79
11204,06/12/16,Perth Mint Spot,Gold,USD,Ask,Low,1172.93
11205,07/12/16,Perth Mint Spot,Gold,USD,Ask,Low,1170.0
11206,08/12/16,Perth Mint Spot,Gold,USD,Ask,Low,1177.13
11207,09/12/16,Perth Mint Spot,Gold,USD,Ask,Low,1168.37
11210,12/12/16,Perth Mint Spot,Gold,USD,Ask,Low,1155.68
11211,13/12/16,Perth Mint Spot,Gold,USD,Ask,Low,1161.37
11212,14/12/16,Perth Mint Spot,Gold,USD,Ask,Low,1161.54
11213,15/12/16,Perth Mint Spot,Gold,USD,Ask,Low,1138.16
11214,16/12/16,Perth Mint Spot,Gold,USD,Ask,Low,1130.52
11217,19/12/16,Perth Mint Spot,Gold,USD,Ask,Low,1138.4
11218,20/12/16,Perth Mint Spot,Gold,USD,Ask,Low,1136.9
11219,21/12/16,Perth Mint Spot,Gold,USD,Ask,Low,1133.74
11220,22/12/16,Perth Mint Spot,Gold,USD,Ask,Low,1131.42
11221,23/12/16,Perth Mint Spot,Gold,USD,Ask,Low,1131.01
11226,28/12/16,Perth Mint Spot,Gold,USD,Ask,Low,1142.24
11227,29/12/16,Perth Mint Spot,Gold,USD,Ask,Low,1145.05
11228,30/12/16,Perth Mint Spot,Gold,USD,Ask,Low,1161.16
11232,03/01/17,Perth Mint Spot,Gold,USD,Ask,Low,1152.81
11233,04/01/17,Perth Mint Spot,Gold,USD,Ask,Low,1159.86
11234,05/01/17,Perth Mint Spot,Gold,USD,Ask,Low,1166.38
11235,06/01/17,Perth Mint Spot,Gold,USD,Ask,Low,1177.06
11238,09/01/17,Perth Mint Spot,Gold,USD,Ask,Low,1175.58
11239,10/01/17,Perth Mint Spot,Gold,USD,Ask,Low,1184.04
11240,11/01/17,Perth Mint Spot,Gold,USD,Ask,Low,1188.78
11241,12/01/17,Perth Mint Spot,Gold,USD,Ask,Low,1195.78
11242,13/01/17,Perth Mint Spot,Gold,USD,Ask,Low,1194.48
11245,16/01/17,Perth Mint Spot,Gold,USD,Ask,Low,1204.15
11246,17/01/17,Perth Mint Spot,Gold,USD,Ask,Low,1206.4
11247,18/01/17,Perth Mint Spot,Gold,USD,Ask,Low,1213.54
11248,19/01/17,Perth Mint Spot,Gold,USD,Ask,Low,1201.27
11249,20/01/17,Perth Mint Spot,Gold,USD,Ask,Low,1205.38
11252,23/01/17,Perth Mint Spot,Gold,USD,Ask,Low,1214.63
11253,24/01/17,Perth Mint Spot,Gold,USD,Ask,Low,1215.87
11254,25/01/17,Perth Mint Spot,Gold,USD,Ask,Low,1204.13
11256,27/01/17,Perth Mint Spot,Gold,USD,Ask,Low,1184.9
11259,30/01/17,Perth Mint Spot,Gold,USD,Ask,Low,1192.27
11260,31/01/17,Perth Mint Spot,Gold,USD,Ask,Low,1197.14
11261,01/02/17,Perth Mint Spot,Gold,USD,Ask,Low,1210.33
11262,02/02/17,Perth Mint Spot,Gold,USD,Ask,Low,1213.03
11263,03/02/17,Perth Mint Spot,Gold,USD,Ask,Low,1214.98
11266,06/02/17,Perth Mint Spot,Gold,USD,Ask,Low,1222.81
11267,07/02/17,Perth Mint Spot,Gold,USD,Ask,Low,1232.96
11268,08/02/17,Perth Mint Spot,Gold,USD,Ask,Low,1234.02
11269,09/02/17,Perth Mint Spot,Gold,USD,Ask,Low,1242.08
11270,10/02/17,Perth Mint Spot,Gold,USD,Ask,Low,1225.03
11273,13/02/17,Perth Mint Spot,Gold,USD,Ask,Low,1230.68
11274,14/02/17,Perth Mint Spot,Gold,USD,Ask,Low,1227.83
11275,15/02/17,Perth Mint Spot,Gold,USD,Ask,Low,1228.1
11276,16/02/17,Perth Mint Spot,Gold,USD,Ask,Low,1235.17
11277,17/02/17,Perth Mint Spot,Gold,USD,Ask,Low,1239.85
11280,20/02/17,Perth Mint Spot,Gold,USD,Ask,Low,1236.15
11281,21/02/17,Perth Mint Spot,Gold,USD,Ask,Low,1235.68
11282,22/02/17,Perth Mint Spot,Gold,USD,Ask,Low,1237.24
11283,23/02/17,Perth Mint Spot,Gold,USD,Ask,Low,1239.1
11284,24/02/17,Perth Mint Spot,Gold,USD,Ask,Low,1250.97
11287,27/02/17,Perth Mint Spot,Gold,USD,Ask,Low,1256.66
11288,28/02/17,Perth Mint Spot,Gold,USD,Ask,Low,1254.95
11289,01/03/17,Perth Mint Spot,Gold,USD,Ask,Low,1245.4
11290,02/03/17,Perth Mint Spot,Gold,USD,Ask,Low,1247.5
11291,03/03/17,Perth Mint Spot,Gold,USD,Ask,Low,1229.42
11294,06/03/17,Perth Mint Spot,Gold,USD,Ask,Low,1235.17
11295,07/03/17,Perth Mint Spot,Gold,USD,Ask,Low,1227.18
11296,08/03/17,Perth Mint Spot,Gold,USD,Ask,Low,1216.25
11297,09/03/17,Perth Mint Spot,Gold,USD,Ask,Low,1206.8
11298,10/03/17,Perth Mint Spot,Gold,USD,Ask,Low,1199.15
11301,13/03/17,Perth Mint Spot,Gold,USD,Ask,Low,1207.24
11302,14/03/17,Perth Mint Spot,Gold,USD,Ask,Low,1204.25
11303,15/03/17,Perth Mint Spot,Gold,USD,Ask,Low,1201.88
11304,16/03/17,Perth Mint Spot,Gold,USD,Ask,Low,1222.18
11305,17/03/17,Perth Mint Spot,Gold,USD,Ask,Low,1227.67
11308,20/03/17,Perth Mint Spot,Gold,USD,Ask,Low,1233.3
11309,21/03/17,Perth Mint Spot,Gold,USD,Ask,Low,1230.62
11310,22/03/17,Perth Mint Spot,Gold,USD,Ask,Low,1247.46
11311,23/03/17,Perth Mint Spot,Gold,USD,Ask,Low,1248.3
11312,24/03/17,Perth Mint Spot,Gold,USD,Ask,Low,1245.48
11315,27/03/17,Perth Mint Spot,Gold,USD,Ask,Low,1247.05
11316,28/03/17,Perth Mint Spot,Gold,USD,Ask,Low,1254.8
11317,29/03/17,Perth Mint Spot,Gold,USD,Ask,Low,1250.5
11318,30/03/17,Perth Mint Spot,Gold,USD,Ask,Low,1251.7
11319,31/03/17,Perth Mint Spot,Gold,USD,Ask,Low,1243.33
11322,03/04/17,Perth Mint Spot,Gold,USD,Ask,Low,1248.57
11323,04/04/17,Perth Mint Spot,Gold,USD,Ask,Low,1257.26
11324,05/04/17,Perth Mint Spot,Gold,USD,Ask,Low,1257.54
11325,06/04/17,Perth Mint Spot,Gold,USD,Ask,Low,1256.53
11326,07/04/17,Perth Mint Spot,Gold,USD,Ask,Low,1253.84
11329,10/04/17,Perth Mint Spot,Gold,USD,Ask,Low,1255.57
11330,11/04/17,Perth Mint Spot,Gold,USD,Ask,Low,1257.4
11331,12/04/17,Perth Mint Spot,Gold,USD,Ask,Low,1276.43
11332,13/04/17,Perth Mint Spot,Gold,USD,Ask,Low,1286.98
11333,14/04/17,Perth Mint Spot,Gold,USD,Ask,Low,1289.69
11336,17/04/17,Perth Mint Spot,Gold,USD,Ask,Low,1288.5
11337,18/04/17,Perth Mint Spot,Gold,USD,Ask,Low,1285.28
11338,19/04/17,Perth Mint Spot,Gold,USD,Ask,Low,1285.95
11339,20/04/17,Perth Mint Spot,Gold,USD,Ask,Low,1281.5
11340,21/04/17,Perth Mint Spot,Gold,USD,Ask,Low,1282.4
11343,24/04/17,Perth Mint Spot,Gold,USD,Ask,Low,1273.31
11344,25/04/17,Perth Mint Spot,Gold,USD,Ask,Low,1272.71
11345,26/04/17,Perth Mint Spot,Gold,USD,Ask,Low,1265.23
11346,27/04/17,Perth Mint Spot,Gold,USD,Ask,Low,1266.8
11347,28/04/17,Perth Mint Spot,Gold,USD,Ask,Low,1266.88
11350,01/05/17,Perth Mint Spot,Gold,USD,Ask,Low,1265.04
11351,02/05/17,Perth Mint Spot,Gold,USD,Ask,Low,1257.85
11352,03/05/17,Perth Mint Spot,Gold,USD,Ask,Low,1256.46
11353,04/05/17,Perth Mint Spot,Gold,USD,Ask,Low,1238.21
11354,05/05/17,Perth Mint Spot,Gold,USD,Ask,Low,1231.0
11357,08/05/17,Perth Mint Spot,Gold,USD,Ask,Low,1232.47
11358,09/05/17,Perth Mint Spot,Gold,USD,Ask,Low,1227.36
11359,10/05/17,Perth Mint Spot,Gold,USD,Ask,Low,1224.22
11360,11/05/17,Perth Mint Spot,Gold,USD,Ask,Low,1220.38
11361,12/05/17,Perth Mint Spot,Gold,USD,Ask,Low,1227.47
11364,15/05/17,Perth Mint Spot,Gold,USD,Ask,Low,1231.23
11365,16/05/17,Perth Mint Spot,Gold,USD,Ask,Low,1233.66
11366,17/05/17,Perth Mint Spot,Gold,USD,Ask,Low,1240.64
11367,18/05/17,Perth Mint Spot,Gold,USD,Ask,Low,1258.2
11368,19/05/17,Perth Mint Spot,Gold,USD,Ask,Low,1249.8
11371,22/05/17,Perth Mint Spot,Gold,USD,Ask,Low,1255.27
11372,23/05/17,Perth Mint Spot,Gold,USD,Ask,Low,1262.88
11373,24/05/17,Perth Mint Spot,Gold,USD,Ask,Low,1251.42
11374,25/05/17,Perth Mint Spot,Gold,USD,Ask,Low,1259.38
11375,26/05/17,Perth Mint Spot,Gold,USD,Ask,Low,1257.1
11378,29/05/17,Perth Mint Spot,Gold,USD,Ask,Low,1268.52
11379,30/05/17,Perth Mint Spot,Gold,USD,Ask,Low,1266.63
11380,31/05/17,Perth Mint Spot,Gold,USD,Ask,Low,1262.83
11381,01/06/17,Perth Mint Spot,Gold,USD,Ask,Low,1269.33
11382,02/06/17,Perth Mint Spot,Gold,USD,Ask,Low,1262.0
11385,05/06/17,Perth Mint Spot,Gold,USD,Ask,Low,1282.39
11386,06/06/17,Perth Mint Spot,Gold,USD,Ask,Low,1282.98
11387,07/06/17,Perth Mint Spot,Gold,USD,Ask,Low,1293.87
11388,08/06/17,Perth Mint Spot,Gold,USD,Ask,Low,1286.7
11389,09/06/17,Perth Mint Spot,Gold,USD,Ask,Low,1275.15
11392,12/06/17,Perth Mint Spot,Gold,USD,Ask,Low,1269.25
11393,13/06/17,Perth Mint Spot,Gold,USD,Ask,Low,1264.66
11394,14/06/17,Perth Mint Spot,Gold,USD,Ask,Low,1269.73
11395,15/06/17,Perth Mint Spot,Gold,USD,Ask,Low,1264.47
11396,16/06/17,Perth Mint Spot,Gold,USD,Ask,Low,1255.39
11399,19/06/17,Perth Mint Spot,Gold,USD,Ask,Low,1253.42
11400,20/06/17,Perth Mint Spot,Gold,USD,Ask,Low,1246.58
